AllocationUUID,AllocationOwner,OwnerClassificationCV,State,LinkFieldA,index,ContractorName,LinkFieldB,success
UTwr_WR553900,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR553902,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR553903,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR553904,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR553906,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR553907,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR553908,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR553909,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR553910,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR553911,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR553912,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR553914,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR55470,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR55516,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR55519,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR55530,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR55532,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR55616,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR557056,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR55707,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR55735,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR5577,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR558262,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR558263,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR559363,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR5710157,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR5914,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR5915,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR5920,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR593831,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR595334,CENTRAL UTAH WATER CONSERVANCY DISTRICT,WaDE Blank,UT,central utah water conservancy districtut,"471.0,515.0,260.0,518.0,583.0,296.0,297.0,489.0,269.0,110.0,527.0,530.0,375.0,537.0,539.0,540.0,222.0",Central Utah Water Conservancy District,central utah water conservancy districtut,1
UTwr_WR91277,CARBON WATER CONSERVANCY DISTRICT,WaDE Blank,UT,carbon water conservancy districtut,445.0,Carbon Water Conservancy District,carbon water conservancy districtut,1
UTwr_WR914120,CARBON WATER CONSERVANCY DISTRICT,WaDE Blank,UT,carbon water conservancy districtut,445.0,Carbon Water Conservancy District,carbon water conservancy districtut,1
UTwr_WR915292,CARBON WATER CONSERVANCY DISTRICT,WaDE Blank,UT,carbon water conservancy districtut,445.0,Carbon Water Conservancy District,carbon water conservancy districtut,1
UTwr_WR915293,CARBON WATER CONSERVANCY DISTRICT,WaDE Blank,UT,carbon water conservancy districtut,445.0,Carbon Water Conservancy District,carbon water conservancy districtut,1
UTwr_WR915294,CARBON WATER CONSERVANCY DISTRICT,WaDE Blank,UT,carbon water conservancy districtut,445.0,Carbon Water Conservancy District,carbon water conservancy districtut,1
UTwr_WR915295,CARBON WATER CONSERVANCY DISTRICT,WaDE Blank,UT,carbon water conservancy districtut,445.0,Carbon Water Conservancy District,carbon water conservancy districtut,1
WAwr_WR2077383,Whitestone Reclamation District,WaDE Blank,WA,whitestone reclamation districtwa,"516.0,485.0",Whitestone Reclamation District,whitestone reclamation districtwa,1
WAwr_WR2077554,Whitestone Reclamation District,WaDE Blank,WA,whitestone reclamation districtwa,"516.0,485.0",Whitestone Reclamation District,whitestone reclamation districtwa,1
WAwr_WR2077566,Whitestone Reclamation District,WaDE Blank,WA,whitestone reclamation districtwa,"516.0,485.0",Whitestone Reclamation District,whitestone reclamation districtwa,1
WAwr_WR2077568,Whitestone Reclamation District,WaDE Blank,WA,whitestone reclamation districtwa,"516.0,485.0",Whitestone Reclamation District,whitestone reclamation districtwa,1
WAwr_WR2077571,Whitestone Reclamation District,WaDE Blank,WA,whitestone reclamation districtwa,"516.0,485.0",Whitestone Reclamation District,whitestone reclamation districtwa,1
WAwr_WR2080092,Whitestone Reclamation District,WaDE Blank,WA,whitestone reclamation districtwa,"516.0,485.0",Whitestone Reclamation District,whitestone reclamation districtwa,1
WAwr_WR2080236,Whitestone Reclamation District,WaDE Blank,WA,whitestone reclamation districtwa,"516.0,485.0",Whitestone Reclamation District,whitestone reclamation districtwa,1
WAwr_WR2084697,Whitestone Reclamation District,WaDE Blank,WA,whitestone reclamation districtwa,"516.0,485.0",Whitestone Reclamation District,whitestone reclamation districtwa,1
WAwr_WR2142139,South Columbia Basin Irrigation District,WaDE Blank,WA,south columbia basin irrigation districtwa,"448.0,449.0,450.0,451.0,447.0",South Columbia Basin Irrigation District,south columbia basin irrigation districtwa,1
WAwr_WR2283149,Whitestone Reclamation District,WaDE Blank,WA,whitestone reclamation districtwa,"516.0,485.0",Whitestone Reclamation District,whitestone reclamation districtwa,1
WAwr_WR2283926,Whitestone Reclamation District,WaDE Blank,WA,whitestone reclamation districtwa,"516.0,485.0",Whitestone Reclamation District,whitestone reclamation districtwa,1
WAwr_WR2284028,Whitestone Reclamation District,WaDE Blank,WA,whitestone reclamation districtwa,"516.0,485.0",Whitestone Reclamation District,whitestone reclamation districtwa,1
WYwr_WRCRCC55267,Goshen Irrigation District,Private,WY,goshen irrigation districtwy,568.0,Goshen Irrigation District,goshen irrigation districtwy,1
WYwr_WRCRCC55277,Goshen Irrigation District,Private,WY,goshen irrigation districtwy,568.0,Goshen Irrigation District,goshen irrigation districtwy,1
WYwr_WRCRCC55317,Goshen Irrigation District,Private,WY,goshen irrigation districtwy,568.0,Goshen Irrigation District,goshen irrigation districtwy,1
WYwr_WRCRCC67049,Shoshone Irrigation District,Private,WY,shoshone irrigation districtwy,"105.0,417.0",Shoshone Irrigation District,shoshone irrigation districtwy,1
WYwr_WRCRCC67051,Deaver Irrigation District,Private,WY,deaver irrigation districtwy,116.0,Deaver Irrigation District,deaver irrigation districtwy,1
WYwr_WRCRCC67053,Willwood Irrigation District,Private,WY,willwood irrigation districtwy,582.0,Willwood Irrigation District,willwood irrigation districtwy,1
WYwr_WRCRCC93042,Willwood Irrigation District,Private,WY,willwood irrigation districtwy,582.0,Willwood Irrigation District,willwood irrigation districtwy,1
WYwr_WRCRCC94122,Deaver Irrigation District,Private,WY,deaver irrigation districtwy,116.0,Deaver Irrigation District,deaver irrigation districtwy,1
WYwr_WRCRCR08585,Bridger Valley Water Conservancy District,Private,WY,bridger valley water conservancy districtwy,321.0,Bridger Valley Water Conservancy District,bridger valley water conservancy districtwy,1
WYwr_WRCRCR08586,Bridger Valley Water Conservancy District,Private,WY,bridger valley water conservancy districtwy,321.0,Bridger Valley Water Conservancy District,bridger valley water conservancy districtwy,1
WYwr_WRP2085350W,Eden Valley Irrigation And Drainage District,Private,WY,eden valley irrigation and drainage districtwy,"36.0,37.0,292.0,147.0,148.0,149.0",Eden Valley Irrigation And Drainage District,eden valley irrigation and drainage districtwy,1
WYwr_WRP2085360W,Eden Valley Irrigation And Drainage District,Private,WY,eden valley irrigation and drainage districtwy,"36.0,37.0,292.0,147.0,148.0,149.0",Eden Valley Irrigation And Drainage District,eden valley irrigation and drainage districtwy,1
